treatment_sample_ID,pert_id,expected_control,status,unmatched_reason,matched_control_count,matched_control_sample_IDs,match_data_source,match_Strains,match_Medium,match_Temperature,match_pert_time,match_pert_time_unit,match_instrument,match_Yeast_cell_plate
C3658,#25,Water,matched,,2,C3655|C3732,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3660,#41,Water,matched,,2,C3655|C3732,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3662,#10,DMSO,matched,,1,C3661,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3663,#18,DMSO,matched,,1,C3661,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3666,#42,DMSO,matched,,1,C3661,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3668,#10,DMSO,matched,,1,C3667,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3669,#18,DMSO,matched,,1,C3667,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3672,#42,DMSO,matched,,1,C3667,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3674,#11,Water,matched,,2,C3649|C3726,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3676,#27,Water,matched,,2,C3649|C3726,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3677,#35,Water,matched,,2,C3649|C3726,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3678,#43,Water,matched,,2,C3649|C3726,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3680,#11,Water,matched,,2,C3655|C3732,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3682,#27,Water,matched,,2,C3655|C3732,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3684,#43,Water,matched,,2,C3655|C3732,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3685,#4,DMSO,matched,,1,C3661,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3686,#12,DMSO,matched,,1,C3661,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3687,#20,DMSO,matched,,1,C3661,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3688,#28,DMSO,matched,,1,C3661,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3690,#44,DMSO,matched,,1,C3661,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3691,#4,DMSO,matched,,1,C3667,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3692,#12,DMSO,matched,,1,C3667,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3693,#20,DMSO,matched,,1,C3667,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3694,#28,DMSO,matched,,1,C3667,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3696,#44,DMSO,matched,,1,C3667,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3698,#13,Water,matched,,2,C3649|C3726,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3699,#21,Water,matched,,2,C3649|C3726,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3700,#29,Water,matched,,2,C3649|C3726,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3702,#45,Water,matched,,2,C3649|C3726,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3704,#13,Water,matched,,2,C3655|C3732,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3705,#21,Water,matched,,2,C3655|C3732,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3706,#29,Water,matched,,2,C3655|C3732,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3708,#45,Water,matched,,2,C3655|C3732,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3709,#6,DMSO,matched,,1,C3661,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3712,#30,DMSO,matched,,1,C3661,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3713,#38,DMSO,matched,,1,C3661,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3714,#46,DMSO,matched,,1,C3661,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3715,#6,DMSO,matched,,1,C3667,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3716,#14,DMSO,matched,,1,C3667,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3717,#22,DMSO,matched,,1,C3667,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3718,#30,DMSO,matched,,1,C3667,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3719,#38,DMSO,matched,,1,C3667,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3720,#46,DMSO,matched,,1,C3667,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3721,#7,Water,matched,,2,C3649|C3726,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3722,#15,Water,matched,,2,C3649|C3726,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3723,#23,Water,matched,,2,C3649|C3726,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3724,#31,Water,matched,,2,C3649|C3726,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3725,#39,Water,matched,,2,C3649|C3726,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3727,#7,Water,matched,,2,C3655|C3732,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3728,#15,Water,matched,,2,C3655|C3732,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3729,#23,Water,matched,,2,C3655|C3732,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3730,#31,Water,matched,,2,C3655|C3732,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3731,#39,Water,matched,,2,C3655|C3732,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3733,#8,DMSO,matched,,1,C3661,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3737,#40,DMSO,matched,,1,C3661,WAYC,CGD,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3739,#8,DMSO,matched,,1,C3667,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3743,#40,DMSO,matched,,1,C3667,WAYC,BAH,YNB+CSM+2% glucose,37,60,min,CAA,WAY_CP39
C3746,#9,Water,matched,,2,C3745|C3822,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3748,#25,Water,matched,,2,C3745|C3822,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3750,#41,Water,matched,,2,C3745|C3822,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3752,#9,Water,matched,,2,C3751|C3828,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3753,#17,Water,matched,,2,C3751|C3828,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3754,#25,Water,matched,,2,C3751|C3828,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3756,#41,Water,matched,,2,C3751|C3828,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3758,#10,DMSO,matched,,1,C3757,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3759,#18,DMSO,matched,,1,C3757,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3762,#42,DMSO,matched,,1,C3757,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3764,#10,DMSO,matched,,1,C3763,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3765,#18,DMSO,matched,,1,C3763,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3770,#11,Water,matched,,2,C3745|C3822,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3772,#27,Water,matched,,2,C3745|C3822,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3773,#35,Water,matched,,2,C3745|C3822,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3774,#43,Water,matched,,2,C3745|C3822,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3778,#27,Water,matched,,2,C3751|C3828,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3779,#35,Water,matched,,2,C3751|C3828,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3780,#43,Water,matched,,2,C3751|C3828,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3781,#4,DMSO,matched,,1,C3757,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3782,#12,DMSO,matched,,1,C3757,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3783,#20,DMSO,matched,,1,C3757,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3784,#28,DMSO,matched,,1,C3757,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3786,#44,DMSO,matched,,1,C3757,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3787,#4,DMSO,matched,,1,C3763,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3788,#12,DMSO,matched,,1,C3763,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3789,#20,DMSO,matched,,1,C3763,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3794,#13,Water,matched,,2,C3745|C3822,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3795,#21,Water,matched,,2,C3745|C3822,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3796,#29,Water,matched,,2,C3745|C3822,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3798,#45,Water,matched,,2,C3745|C3822,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3800,#13,Water,matched,,2,C3751|C3828,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3801,#21,Water,matched,,2,C3751|C3828,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3802,#29,Water,matched,,2,C3751|C3828,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3804,#45,Water,matched,,2,C3751|C3828,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3805,#6,DMSO,matched,,1,C3757,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3806,#14,DMSO,matched,,1,C3757,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3807,#22,DMSO,matched,,1,C3757,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3808,#30,DMSO,matched,,1,C3757,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3809,#38,DMSO,matched,,1,C3757,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3810,#46,DMSO,matched,,1,C3757,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3812,#14,DMSO,matched,,1,C3763,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3813,#22,DMSO,matched,,1,C3763,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3814,#30,DMSO,matched,,1,C3763,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3815,#38,DMSO,matched,,1,C3763,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3816,#46,DMSO,matched,,1,C3763,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3817,#7,Water,matched,,2,C3745|C3822,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3818,#15,Water,matched,,2,C3745|C3822,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3819,#23,Water,matched,,2,C3745|C3822,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3820,#31,Water,matched,,2,C3745|C3822,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3821,#39,Water,matched,,2,C3745|C3822,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3823,#7,Water,matched,,2,C3751|C3828,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3824,#15,Water,matched,,2,C3751|C3828,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3825,#23,Water,matched,,2,C3751|C3828,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3826,#31,Water,matched,,2,C3751|C3828,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3827,#39,Water,matched,,2,C3751|C3828,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3829,#8,DMSO,matched,,1,C3757,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3833,#40,DMSO,matched,,1,C3757,WAYC,CGD,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3835,#8,DMSO,matched,,1,C3763,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3839,#40,DMSO,matched,,1,C3763,WAYC,BAH,YNB+CSM+2% glucose,37,90,min,CAC,WAY_CP40
C3842,#9,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3843,#17,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3844,#25,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3846,#41,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3848,#9,Water,matched,,2,C3847|C3924,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3849,#17,Water,matched,,2,C3847|C3924,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3850,#25,Water,matched,,2,C3847|C3924,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3852,#41,Water,matched,,2,C3847|C3924,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3854,#10,DMSO,matched,,1,C3853,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3855,#18,DMSO,matched,,1,C3853,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3858,#42,DMSO,matched,,1,C3853,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3860,#10,DMSO,matched,,1,C3859,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3861,#18,DMSO,matched,,1,C3859,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3864,#42,DMSO,matched,,1,C3859,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3866,#11,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3868,#27,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3869,#35,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3870,#43,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3872,#11,Water,matched,,2,C3847|C3924,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3874,#27,Water,matched,,2,C3847|C3924,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3876,#43,Water,matched,,2,C3847|C3924,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3877,#4,DMSO,matched,,1,C3853,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3878,#12,DMSO,matched,,1,C3853,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3880,#28,DMSO,matched,,1,C3853,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3882,#44,DMSO,matched,,1,C3853,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3883,#4,DMSO,matched,,1,C3859,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3884,#12,DMSO,matched,,1,C3859,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3885,#20,DMSO,matched,,1,C3859,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3886,#28,DMSO,matched,,1,C3859,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3888,#44,DMSO,matched,,1,C3859,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3890,#13,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3891,#21,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3892,#29,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3894,#45,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3896,#13,Water,matched,,2,C3847|C3924,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3897,#21,Water,matched,,2,C3847|C3924,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3898,#29,Water,matched,,2,C3847|C3924,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3900,#45,Water,matched,,2,C3847|C3924,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3901,#6,DMSO,matched,,1,C3853,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3902,#14,DMSO,matched,,1,C3853,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3903,#22,DMSO,matched,,1,C3853,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3905,#38,DMSO,matched,,1,C3853,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3906,#46,DMSO,matched,,1,C3853,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3907,#6,DMSO,matched,,1,C3859,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3908,#14,DMSO,matched,,1,C3859,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3909,#22,DMSO,matched,,1,C3859,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3910,#30,DMSO,matched,,1,C3859,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3911,#38,DMSO,matched,,1,C3859,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3912,#46,DMSO,matched,,1,C3859,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3913,#7,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3914,#15,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3915,#23,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3916,#31,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3917,#39,Water,matched,,2,C3841|C3918,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3919,#7,Water,matched,,2,C3847|C3924,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3920,#15,Water,matched,,2,C3847|C3924,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3921,#23,Water,matched,,2,C3847|C3924,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3922,#31,Water,matched,,2,C3847|C3924,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3923,#39,Water,matched,,2,C3847|C3924,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3925,#8,DMSO,matched,,1,C3853,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3929,#40,DMSO,matched,,1,C3853,WAYC,CGD,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3931,#8,DMSO,matched,,1,C3859,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3935,#40,DMSO,matched,,1,C3859,WAYC,BAH,YNB+CSM+2% glucose,37,120,min,O,WAY_CP41
C3940,#25,Water,matched,,2,C3937|C4014,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3942,#41,Water,matched,,2,C3937|C4014,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3944,#9,Water,matched,,2,C3943|C4020,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3945,#17,Water,matched,,2,C3943|C4020,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3948,#41,Water,matched,,2,C3943|C4020,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3950,#10,DMSO,matched,,1,C3949,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3951,#18,DMSO,matched,,1,C3949,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3956,#10,DMSO,matched,,1,C3955,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3957,#18,DMSO,matched,,1,C3955,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3960,#42,DMSO,matched,,1,C3955,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3962,#11,Water,matched,,2,C3937|C4014,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3964,#27,Water,matched,,2,C3937|C4014,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3965,#35,Water,matched,,2,C3937|C4014,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3966,#43,Water,matched,,2,C3937|C4014,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3968,#11,Water,matched,,2,C3943|C4020,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3970,#27,Water,matched,,2,C3943|C4020,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3972,#43,Water,matched,,2,C3943|C4020,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3973,#4,DMSO,matched,,1,C3949,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3974,#12,DMSO,matched,,1,C3949,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3975,#20,DMSO,matched,,1,C3949,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3976,#28,DMSO,matched,,1,C3949,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3978,#44,DMSO,matched,,1,C3949,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3979,#4,DMSO,matched,,1,C3955,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3980,#12,DMSO,matched,,1,C3955,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3981,#20,DMSO,matched,,1,C3955,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3982,#28,DMSO,matched,,1,C3955,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3984,#44,DMSO,matched,,1,C3955,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3986,#13,Water,matched,,2,C3937|C4014,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3987,#21,Water,matched,,2,C3937|C4014,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3988,#29,Water,matched,,2,C3937|C4014,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3992,#13,Water,matched,,2,C3943|C4020,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3994,#29,Water,matched,,2,C3943|C4020,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3996,#45,Water,matched,,2,C3943|C4020,WAYC,BAH,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3997,#6,DMSO,matched,,1,C3949,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3998,#14,DMSO,matched,,1,C3949,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C3999,#22,DMSO,matched,,1,C3949,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C4000,#30,DMSO,matched,,1,C3949,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
C4001,#38,DMSO,matched,,1,C3949,WAYC,CGD,YNB+CSM+2% glucose,37,240,min,CAA,WAY_CP42
